Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2016-01-04,23.73094367980957,23.735449804821453,22.976329287135002,23.11373688408393,270597600
2016-01-05,23.136266708374023,23.843577233061005,23.068690287724074,23.821051759511022,223164000
2016-01-06,22.68349838256836,23.059680854996756,22.49653539645649,22.65196237437679,273829600
2016-01-07,21.726150512695312,22.555100673885242,21.72164610532615,22.228477004240506,324377600
2016-01-08,21.84103775024414,22.32534328792152,21.79598679172788,22.199199229208865,283192000
2016-01-11,22.194684982299805,22.31407152541594,21.92662723702021,22.29379911707544,198957600
2016-01-12,22.516809463500977,22.681248705661226,22.264519660836275,22.649712695151095,196616800
2016-01-13,21.937889099121094,22.79387067883394,21.91761669238175,22.597895487437892,249758400
2016-01-14,22.41769027709961,22.633939612925026,21.56621474715147,22.066288113904072,252680400
2016-01-15,21.879323959350586,22.009974101608417,21.480617781489038,21.66983380662107,319335600
2016-01-19,21.773454666137695,22.22171792530289,21.51215437447018,22.167656447868826,212350800
2016-01-20,21.802732467651367,22.11809416239586,21.043612025415776,21.42204571539257,289337600
2016-01-21,21.692363739013672,22.048270362500734,21.38601247224195,21.86355872093986,208646000
2016-01-22,22.845684051513672,22.85469458488389,22.158647638223634,22.217213527254792,263202000
2016-01-25,22.399673461914062,22.870462222533124,22.34786332551053,22.868209159580758,207178000
2016-01-26,22.523563385009766,22.72404301390903,22.09106812167091,22.51004844508774,300308000
2016-01-27,21.04361343383789,21.766691802288033,21.025592371541684,21.633790334665466,533478800
2016-01-28,21.194543838500977,21.29140493610256,20.81160557463448,21.1269674076571,222715200
2016-01-29,21.9266300201416,21.9266300201416,21.25310855531319,21.35222270266927,257666000
2016-02-01,21.721647262573242,21.784719280602793,21.48963160257156,21.73065779637512,163774000
2016-02-02,21.28239631652832,21.633798572192745,21.237343643633046,21.49413786409301,149428800
2016-02-03,21.70362091064453,21.81399691532227,21.192285701617187,21.399522772852215,183857200
2016-02-04,21.878015518188477,22.0433470401719,21.558678918068512,21.71042043534473,185886800
2016-02-05,21.2936954498291,21.950489233076475,21.218958199443556,21.859896689195967,185672400
2016-02-08,21.517908096313477,21.674178432256767,21.071741332145493,21.092123743304253,216085600
2016-02-09,21.513383865356445,21.72854139364543,21.273315069828385,21.354848194330224,177324800
2016-02-10,21.350313186645508,21.82139297982677,21.311811921371458,21.724006308427843,169374400
2016-02-11,21.221214294433594,21.452225286451963,20.96982089436514,21.24159843039213,200298800
2016-02-12,21.286897659301758,21.402403176130246,21.0649477791782,21.332194787425067,161405600
2016-02-16,21.887067794799805,21.934628475964203,21.427312815635442,21.520168889934943,196231600
2016-02-17,22.222261428833008,22.242643839068037,21.776094684885276,21.893863753585592,179452800
2016-02-18,21.801010131835938,22.396653135119077,21.762507139421366,22.385328420660294,156084000
2016-02-19,21.751182556152344,21.914248756098978,21.696827732139703,21.74212313083212,141496800
2016-02-22,21.94142723083496,21.945957807847254,21.724006187783868,21.812333432526223,137123200
2016-02-23,21.445432662963867,21.855361692028687,21.413725540710708,21.832713994406227,127770400
2016-02-24,21.7647705078125,21.828184756206117,21.13515514460634,21.284633068313013,145022800
2016-02-25,21.914249420166016,21.914249420166016,21.572263447576336,21.753448503653868,110330800
2016-02-26,21.948226928710938,22.199618703705234,21.873487946137665,22.013904755677466,115964400
2016-02-29,21.898399353027344,22.24717951851221,21.889339925986423,21.93690062201949,140865200
2016-03-01,22.768077850341797,22.822432670918456,22.063723559374896,22.115814819696116,201628400
2016-03-02,22.817901611328125,22.849608730917645,22.566508214648064,22.763546796018723,132678400
2016-03-03,22.98776626586914,23.03532695424258,22.7499610960932,22.779404661211583,147822800
2016-03-04,23.329761505126953,23.497356625193206,22.958333548272318,23.184814094057312,184220400
2016-03-07,23.071569442749023,23.28899051809232,22.86547135580049,23.18933854392739,143315600
2016-03-08,22.88132095336914,23.046652452021572,22.73863888339616,22.824700837488127,126247600
2016-03-09,22.90170669555664,23.005887508716018,22.70919690576823,22.944736811658146,108806800
2016-03-10,22.91303253173828,23.155366605675063,22.68202317434147,22.96738909763918,134054400
2016-03-11,23.159894943237305,23.164423792669737,22.987769290352173,23.155364365895892,109632800
2016-03-14,23.218778610229492,23.307107589239525,23.051183534795303,23.080627103768308,100304400
2016-03-15,23.685325622558594,23.821213545524536,23.519994135545762,23.544907123012198,160270800
2016-03-16,24.000133514404297,24.077136037852313,23.687589388175116,23.692119964794824,153214000
2016-03-17,23.96163558959961,24.113377097226152,23.771391086978394,23.898219603453242,137682800
2016-03-18,23.988805770874023,24.12016482971511,23.823476031219283,24.08392713296923,176820800
2016-03-21,23.98654556274414,24.38062106642876,23.81215464662429,23.991074411516013,142010800
2016-03-22,24.16999626159668,24.299090061591315,23.828010264874134,23.83706969110818,129777600
2016-03-23,24.036373138427734,24.24926534626152,23.98428359475072,24.11564269013365,102814000
2016-03-24,23.932191848754883,24.06355094153387,23.755537351249522,23.88689644402851,104532000
2016-03-28,23.8234806060791,24.04996107050679,23.79403703984186,24.006929229334705,77645600
2016-03-29,24.387409210205078,24.4123221920997,23.753263407646433,23.755528695430026,124760400
2016-03-30,24.813201904296875,25.007975263716304,24.595780841484046,24.607105557135252,182404400
2016-03-31,24.684104919433594,24.890202967996302,24.659191930532415,24.849436415967897,103553600
2016-04-01,24.91058921813965,24.91285450690936,24.505188923814494,24.636548025912735,103496000
2016-04-04,25.16651153564453,25.408845579897044,24.97400174550099,25.007974163050374,149424800
2016-04-05,24.869823455810547,25.07818683156625,24.78149619796451,24.801880341726193,106314800
2016-04-06,25.130271911621094,25.134802488500018,24.7316658138071,24.96494214162522,105616400
2016-04-07,24.58218765258789,25.00797026618707,24.48706628059903,24.901524180810107,127207600
2016-04-08,24.609375,24.860766796384272,24.498398297193763,24.665995131995682,94326800
2016-04-11,24.690898895263672,25.051003723810304,24.647868783004864,24.67957590905189,117630000
2016-04-12,25.01250648498535,25.026094761789363,24.60937147931519,24.763376557518125,108929200
2016-04-13,25.374874114990234,25.44281722473084,25.094038793329254,25.094038793329254,133029200
2016-04-14,25.388463973999023,25.454143527045517,25.214074747427315,25.279754300473808,101895600
2016-04-15,24.878881454467773,25.433759691123253,24.851704901558435,25.39072784513812,187756000
2016-04-18,24.342121124267578,24.675045956179787,24.219821465889925,24.661457681218543,243286000
2016-04-19,24.21303367614746,24.459896618175186,24.059026850546285,24.432718333218766,129539600
2016-04-20,24.26285171508789,24.48027275522926,24.02051768543887,24.15187677049579,122444000
2016-04-21,24.000133514404297,24.217554538615328,23.89821627536529,24.217554538615328,126210000
2016-04-22,23.934457778930664,24.115642858510714,23.69438901720973,23.782716268330034,134732400
2016-04-25,23.798568725585938,23.927662527208124,23.66947492396375,23.78044987288941,112126400
2016-04-26,23.633235931396484,23.848393407654267,23.533585702810786,23.533585702810786,224064800
2016-04-27,22.154319763183594,22.35588724558825,21.669651689996126,21.74212537212017,458408400
2016-04-28,21.477148056030273,22.167912603024718,21.34578894016183,22.106763623104847,328970800
2016-04-29,21.23027992248535,21.452231555372222,20.95170989694444,21.286900043048345,274126000
2016-05-02,21.207632064819336,21.30728402921264,20.926796752694237,21.282371038114313,192640400
2016-05-03,21.556413650512695,21.683242175177742,21.21669290695213,21.334462004439807,227325200
2016-05-04,21.332199096679688,21.719480548846576,21.248400688655266,21.560943160252464,164102000
2016-05-05,21.24560546875,21.43472914791066,21.118004788077215,21.418779062826562,143562000
2016-05-06,21.127120971679688,21.293457337528263,20.928882694816636,21.27522990921445,174799600
2016-05-09,21.14306640625,21.3663675652193,21.097493499419482,21.190916654600564,131745600
2016-05-10,21.286619186401367,21.32079843518479,20.988124006445666,21.2661126801886,134747200
2016-05-11,21.07927131652832,21.32080169828695,21.067877652380467,21.300295188935703,114876400
2016-05-12,20.584815979003906,21.14079343395983,20.38657942691291,21.127122427175387,305258800
2016-05-13,20.625829696655273,20.887868323514734,20.50734358750293,20.50734358750293,177571200
2016-05-16,21.391437530517578,21.507646298698038,20.88331209704313,21.051927548030122,245039200
2016-05-17,21.30257225036621,21.57828188250692,21.19320072507569,21.54410436737179,187667600
2016-05-18,21.546382904052734,21.694491852089957,21.39371753322122,21.45524054073366,168249600
2016-05-19,21.46435546875,21.564614164242855,21.320804668009217,21.564614164242855,121768400
2016-05-20,21.696773529052734,21.74462379705001,21.537270897299123,21.564614652624435,128104000
2016-05-23,21.972484588623047,22.14565823969425,21.799310937551844,21.844883865954507,152074400
2016-05-24,22.307430267333984,22.350722360838052,22.065898179024362,22.152485842890183,140560800
2016-05-25,22.69935417175293,22.726696187300238,22.355285989205374,22.48288669757087,152675200
2016-05-26,22.879362106323242,22.95227704133742,22.476050013878265,22.713023987281645,225324800
2016-05-27,22.865686416625977,22.893030165646426,22.61504146843989,22.658335303115027,145364800
2016-05-31,22.75404167175293,22.877085966361317,22.51706766788819,22.694797736179392,169228800
2016-06-01,22.43503189086914,22.681120411559874,22.40541080054539,22.56263257340704,116693200
2016-06-02,22.266416549682617,22.29375855981205,22.018048947623726,22.23907280112426,160766400
2016-06-03,22.311986923217773,22.391737347275814,22.204892751584605,22.282365833833033,114019600
2016-06-06,22.473772048950195,23.216594181455072,22.227685217578443,22.32794217168202,93170000
2016-06-07,22.564912796020508,22.75631556794565,22.54896270989583,22.61504213482064,89638000
2016-06-08,22.54441261291504,22.685684347248632,22.485168674217036,22.562640046151007,83392400
2016-06-09,22.706193923950195,22.78366530040143,22.435040629511686,22.444155215875877,106405600
2016-06-10,22.51934051513672,22.63782661505563,22.439590088419287,22.45098201313382,126851600
